drugName,condition,review,rating,usefulCount,sentiment
Escitalopram,Depression,persistent low mood anxiety depression mental health okay moderate average side effects tolerable mixed results,7,198,neutral
Acetaminophen,Pain,arthritis pain swelling relief pain management very effective notable improvement highly satisfied,9,387,positive
Metoprolol,Hypertension,systolic diastolic pressure management hypertension bp reduction okay moderate average side effects tolerable mixed results,7,378,neutral
Trazodone,Insomnia,sleep disorder medication sedative sleep quality great effective works well improved better excellent highly recommend,8,406,positive
Losartan,Hypertension,high blood pressure headache dizziness antihypertensive very effective notable improvement highly satisfied,8,28,positive
Rizatriptan,Migraine,severe headache throbbing migraine aura nausea light sensitivity severe reaction stopped using poor results disappointing,2,255,negative
Ciprofloxacin,Infection,infection treatment antibiotic course antimicrobial okay moderate average side effects tolerable mixed results,7,285,neutral
Bupropion,Depression,depressive episode treatment medication mood stabilizer very effective notable improvement highly satisfied,8,435,positive
Sumatriptan,Migraine,pulsating head pain migraine medication sound sensitivity works somewhat decent average improvement moderate results,6,46,neutral
Montelukast,Asthma,breathing problem airway inflammation asthma medication fantastic medication excellent results quick relief,9,392,positive
Bupropion,Depression,depressive episode treatment medication mood stabilizer great effective works well improved better excellent highly recommend,8,271,positive
Zolpidem,Insomnia,sleep insomnia waking night trouble falling asleep great effective works well improved better excellent highly recommend,9,168,positive
Amlodipine,Hypertension,cardiovascular pressure heart rate blood pressure medication acceptable results some side effects overall manageable,7,212,neutral
Bupropion,Depression,depressive episode treatment medication mood stabilizer very effective notable improvement highly satisfied,8,22,positive
Fluticasone,Asthma,respiratory bronchodilator breathing difficulty asthma attack acceptable results some side effects overall manageable,6,288,neutral
Cephalexin,Infection,bacterial infection antibiotic fever chills body ache did not work side effects severe bad ineffective poor,4,227,negative
Esomeprazole,GERD,acid indigestion heartburn relief antacid medication did not work side effects severe bad ineffective poor,3,22,negative
Esomeprazole,GERD,stomach acid regurgitation throat burn esophagus proton pump did not work side effects severe bad ineffective poor,3,218,negative
Rizatriptan,Migraine,pulsating head pain migraine medication sound sensitivity amazing results works perfectly symptoms gone life changing,8,305,positive
Pravastatin,High Cholesterol,lipid lowering medication heart risk cholesterol management okay moderate average side effects tolerable mixed results,7,349,neutral
Januvia,Diabetes Type 2,blood glucose control diabetes medication hyperglycemia fatigue weight management okay moderate average side effects tolerable mixed results,6,165,neutral
Metformin,Diabetes Type 2,blood glucose control diabetes medication hyperglycemia fatigue weight management great effective works well improved better excellent highly recommend,9,41,positive
Pravastatin,High Cholesterol,high cholesterol LDL statin cardiovascular lipid acceptable results some side effects overall manageable,7,380,neutral
Zolpidem,Insomnia,sleep disorder medication sedative sleep quality terrible side effects worsened no improvement not recommended,1,283,negative
Fluticasone,Asthma,respiratory bronchodilator breathing difficulty asthma attack fantastic medication excellent results quick relief,8,233,positive
Omeprazole,GERD,stomach acid regurgitation throat burn esophagus proton pump very effective notable improvement highly satisfied,8,246,positive
Jardiance,Diabetes Type 2,frequent urination high blood sugar thirst insulin resistance glucose management acceptable results some side effects overall manageable,7,47,neutral
Naproxen,Pain,pain relief inflammation painkiller analgesic treatment amazing results works perfectly symptoms gone life changing,9,153,positive
Ibuprofen,Pain,pain relief inflammation painkiller analgesic treatment acceptable results some side effects overall manageable,6,303,neutral
Sertraline,Depression,persistent low mood anxiety depression mental health okay moderate average side effects tolerable mixed results,7,381,neutral
Rizatriptan,Migraine,severe headache throbbing migraine aura nausea light sensitivity amazing results works perfectly symptoms gone life changing,8,216,positive
Liothyronine,Hypothyroidism,thyroid fatigue weight gain cold sensitivity underactive great effective works well improved better excellent highly recommend,9,87,positive
Amoxicillin,Infection,fever body ache infection clearing antibiotic works somewhat decent average improvement moderate results,7,413,neutral
Budesonide,Asthma,respiratory bronchodilator breathing difficulty asthma attack great effective works well improved better excellent highly recommend,8,46,positive
Fluoxetine,Depression,persistent low mood anxiety depression mental health okay moderate average side effects tolerable mixed results,7,31,neutral
Trazodone,Insomnia,insomnia sleep disturbance treatment sleep aid okay moderate average side effects tolerable mixed results,7,440,neutral
Doxepin,Insomnia,sleep disorder medication sedative sleep quality terrible side effects worsened no improvement not recommended,2,421,negative
Amoxicillin,Infection,infection treatment antibiotic course antimicrobial amazing results works perfectly symptoms gone life changing,9,367,positive
Jardiance,Diabetes Type 2,blood glucose control diabetes medication hyperglycemia fatigue weight management great effective works well improved better excellent highly recommend,9,115,positive
Propranolol,Migraine,pulsating head pain migraine medication sound sensitivity great effective works well improved better excellent highly recommend,8,162,positive
Metoprolol,Hypertension,systolic diastolic pressure management hypertension bp reduction okay moderate average side effects tolerable mixed results,7,223,neutral
Pravastatin,High Cholesterol,lipid lowering medication heart risk cholesterol management works somewhat decent average improvement moderate results,5,448,neutral
Rizatriptan,Migraine,pulsating head pain migraine medication sound sensitivity amazing results works perfectly symptoms gone life changing,10,197,positive
Glipizide,Diabetes Type 2,frequent urination high blood sugar thirst insulin resistance glucose management very effective notable improvement highly satisfied,9,262,positive
Levothyroxine,Hypothyroidism,thyroid fatigue weight gain cold sensitivity underactive amazing results works perfectly symptoms gone life changing,10,91,positive
Propranolol,Migraine,pulsating head pain migraine medication sound sensitivity okay moderate average side effects tolerable mixed results,7,198,neutral
Acetaminophen,Pain,chronic pain NSAID anti-inflammatory joint muscle pain severe reaction stopped using poor results disappointing,1,409,negative
